Name,MRP,Rate,Discount,Ratings,Packing
iAYUR Organic Tulsi Extract 500mg Veg Capsule,1119.0,1119.0,0.0,,bottle of 60 capsules
Goodcare Karela Capsule,135.0,135.0,0.0,,bottle of 60 capsules
Garlico Herbal Ashwagandha Capsule,299.0,299.0,0.0,,bottle of 60 capsules
Thrillx Herbs Neem Powder,99.0,99.0,0.0,,packet of 100 gm Powder
Doctor's Best Real Krill 350mg Softgels,2944.0,2944.0,0.0,,bottle of 60 soft gelatin capsules
Divma Ayurveda Neem Ras,250.0,250.0,0.0,,bottle of 500 ml Juice
Way2Herbal Neem Capsule,580.0,580.0,0.0,,bottle of 120 capsules
Holy Vedaa Aayurveda Curcumin Capsule,840.0,840.0,0.0,,bottle of 60 capsules
Garlico Herbal Omega 3 Capsule,400.0,400.0,0.0,,bottle of 60 capsules
Planet Ayurveda  Karela Capsule,1350.0,1350.0,0.0,,packet of 60 capsules
Way2Herbal Karela Capsule,2195.0,2195.0,0.0,,bottle of 700 capsules
RSG Karela Jamun Ras,170.0,170.0,0.0,,bottle of 500 ml Liquid
Garlico Herbal All Care Capsule,400.0,400.0,0.0,,bottle of 60 capsules
RSG Karela Jamun Ras,330.0,319.0,3.0,,bottle of 1000 ml Liquid
Doctor's Best High Absorption Curcumin from Turmeric Root 500mg Capsule,5647.0,5647.0,0.0,,bottle of 120 capsules
Ayurvedic Life Neem Capsule,520.0,520.0,0.0,,bottle of 120 capsules
Natureal Garlic Extract 800mg Capsule,1999.0,499.0,75.0,,bottle of 60 capsules
Way2Herbal Tulsi Powder,1025.0,1025.0,0.0,,packet of 1 kg Powder
Sache Wellness Combo Pack of Organic Moringa Mint 25 Infusion Bags & Tulsi Ginger 25 Infusion Bags,370.0,358.0,3.0,,combo pack of 2 Packs
Sache Wellness Organic Tulsi Ginger Tea,175.0,175.0,0.0,,box of 25 tea bags
NNG Healthcare Turmeric Capsule,396.0,337.0,15.0,,bottle of 60 capsules
Shudhanta Herbal Neem 800mg Capsule,1999.0,1999.0,0.0,,bottle of 90 capsules
Sache Wellness Combo Pack of Organic Green Tea 25 Tea Bags & Tulsi Ginger 25 Infusion Bags,350.0,339.0,3.0,,combo pack of 2 Packs
Jeevan Organics Neem P Capsule,350.0,350.0,0.0,,bottle of 60 capsules
Sinew Nutrition Organic Turmeric Curcumin Extract Capsule,2195.0,1199.0,45.0,,bottle of 90 capsules
Garlico Herbal Curcumin Capsule,660.0,660.0,0.0,,bottle of 60 capsules
Garlico Herbal Green Tea Capsule,330.0,330.0,0.0,,bottle of 60 capsules
Novel Nutrients Curcuminox 1000mg Capsule,1200.0,1200.0,0.0,,bottle of 60 capsules
Naturmed's Tulsi Powder,270.0,270.0,0.0,,packet of 450 gm Powder
Novelsort's Curcumin 50 Softgel Capsules,560.0,476.0,15.0,,bottle of 60 soft gelatin capsules
Erbzenerg Tulsi Leaf Powder,200.0,200.0,0.0,,packet of 100 gm Powder
Madren Healthcare Neem 250mg Capsule,215.0,215.0,0.0,,bottle of 60 capsules
Pragna Tulsi Powder,50.0,50.0,0.0,,packet of 100 gm Powder
Bhumija Lifesciences Tulsi 250mg Capsule,325.0,325.0,0.0,,bottle of 60 capsules
Balu Herbals Karela Jamun Ras,330.0,319.0,3.0,,bottle of 1 Ltr Juice
Roottree Natures Karela Jamun Plus,349.0,338.0,3.0,,bottle of 500 ml Juice
Shudhanta Herbal Garlic 800mg Capsule,1999.0,1999.0,0.0,,bottle of 90 capsules
Madren Healthcare Karela Jamun Juice,165.0,165.0,0.0,,bottle of 500 ml Juice
Erbzenerg Neem Leaf Powder,160.0,160.0,0.0,,packet of 100 gm Powder
Jyorana Turmeric 400mg Capsule,500.0,500.0,0.0,,bottle of 60 capsules
Kairali Neem Capsule,849.0,849.0,0.0,,bottle of 60 capsules
Sache Wellness Combo Pack of Organic Green Tea 25 Tea Bags & Tulsi Green Tea 25 Infusion Bags,345.0,334.0,3.0,,combo pack of 50 tea bags
Biotevia Life Sciences Curcumin Veg Capsule,1999.0,1999.0,0.0,,bottle of 60 vegicaps
Simply Nutra 95% Curcumin+Bioperine Capsule,1999.0,1999.0,0.0,,bottle of 60 capsules
The Indian Chai Nimbu Tulsi Tea,350.0,339.0,3.0,,packet of 100 gm Tea
Quantum Naturals Turmeric Extract 450mg Capsule,1999.0,1999.0,0.0,,bottle of 120 capsules
Sache Wellness Combo Pack of Organic Moringa Mint 25 Infusion Bags & Turmeric Ginger 25 Infusion Bags,370.0,358.0,3.0,,combo pack of 50 tea bags
iAYUR Curcumin Turmeric Extract Powder,5370.0,5370.0,0.0,,jar of 200 gm Powder
MahaVed Curcumin Turmeric Vegetarian Capsule,549.0,549.0,0.0,,bottle of 60 capsules
Naturmed's Tulsi Powder,440.0,440.0,0.0,,packet of 900 gm Powder
"Shrey's Apple Cider Vinegar with Ginger, Garlic, Lemon & Honey",699.0,663.0,5.0,,bottle of 500 ml Liquid
Balu Herbals Neem Powder,50.0,50.0,0.0,,packet of 100 gm Powder
Zenonz Garlic 500mg Capsule,999.0,849.0,15.0,,bottle of 60 capsules
Biotrex Tulsi Herbal Powder,170.0,165.0,3.0,,packet of 200 gm Powder
Morpheme Tulsi-Holybasil Capsule,449.0,299.0,33.0,,bottle of 60 capsules
Sinew Nutrition Flax Seeds Plain,749.0,549.0,26.0,,packet of 1800 gm Seeds
The Indian Chai Rooibos Tulsi Green Tea,495.0,479.0,3.0,,packet of 100 gm Tea
Sinew Nutrition Flax Seeds Plain,349.0,269.0,23.0,,packet of 800 gm Seeds
The Indian Chai Moringa Tulsi Herbal Tea,350.0,339.0,3.0,,packet of 100 gm Tea
RSG Karela Ras,170.0,170.0,0.0,,bottle of 500 ml Liquid
Garlico Herbal Glycocare Powder,299.0,299.0,0.0,,jar of 300 gm Powder
Sache Wellness Combo Pack of Organic Cinnamon Licorice Infusion Bags & Tulsi Green Tea Infusion Bags (25 Each),370.0,358.0,3.0,,combo pack of 2 Packs
Sache Wellness Combo Pack of Organic Tulsi Green Tea 25 Infusion Bags & Turmeric Ginger 25 Infusion Bags,345.0,334.0,3.0,,combo pack of 2 Packs
RSG Tulsi Elaychi Green Tea,275.0,275.0,0.0,,jar of 100 gm Powder
Sache Wellness Combo Pack of Organic Moringa Mint 25 Infusion Bags  & Tulsi Green Tea 25 Infusion Bags,365.0,353.0,3.0,,combo pack of 50 tea bags
iAYUR Tulsi Extract Powder,1898.0,1898.0,0.0,,jar of 200 gm Powder
The Indian Chai Soothing Tulsi Green Tea,350.0,339.0,3.0,,packet of 100 gm Tea
Sache Wellness Combo Pack of Organic Peppermint 25 Infusion Bags & Tulsi Ginger 25 Infusion Bags,380.0,368.0,3.0,,combo pack of 2 Packs
Vedicayur Vedic Neem 500mg Capsule,192.0,192.0,0.0,,bottle of 30 capsules
Bipha Ayurveda Herbionics Turmeric 400mg Capsule,690.0,690.0,0.0,,bottle of 60 capsules
Teamyne Tulsi Ginger Green Tea (2gm Each),220.0,220.0,0.0,,packet of 25 tea bags
Greenz Turmeric Tea,840.0,814.0,3.0,,jar of 100 gm Tea
Shudhanta Herbal Tulsi 650mg Capsule,1999.0,1999.0,0.0,,bottle of 90 capsules
Sache Wellness Combo Pack of Organic Peppermint 25 Infusion Bags & Turmeric Ginger 25 Infusion Bags,380.0,368.0,3.0,,combo pack of 2 Packs
Bioneeva Herbs Neem Leaf Powder (Azadirachta Indica),199.0,193.0,3.0,,packet of 100 gm Powder
Nourish You Organic Flax Seeds Gluten Free Pack of 2,130.0,130.0,0.0,,packet of 150 gm Seeds
The Indian Chai Lavender Tulsi Herbal Tea,350.0,339.0,3.0,,packet of 100 gm Tea
The Indian Chai Turmeric Spice Herbal Tea,450.0,436.0,3.0,,packet of 100 gm Tea
RSG Tulsi Elaychi Green Tea,190.0,190.0,0.0,,box of 25 tea bags
Sache Wellness Combo Pack of Organic Lemongrass Green Tea 25 Infusion Bags & Tulsi Green Tea 25 Infusion Bags,355.0,343.0,3.0,,combo pack of 50 tea bags
Bipha Ayurveda Herbionics Tulsi 250mg Capsule,450.0,450.0,0.0,,bottle of 60 capsules
All Time Young Neem Leaf Powder,75.0,75.0,0.0,,packet of 50 gm Powder
Zenonz Neem 500mg Capsule,999.0,849.0,15.0,,bottle of 60 capsules
Biotevia Life Sciences Curcumin Veg Capsule,2398.0,2398.0,0.0,,bottle of 120 vegicaps
Bioneeva Herbs Karela Powder (Momordica Charantia),199.0,193.0,3.0,,packet of 100 gm Powder
iAYUR Garlic Extract Powder,1398.0,1398.0,0.0,,bottle of 100 gm Powder
Sache Wellness Combo Pack of Organic Cinnamon Licorice 25 Herbal Infusion Bags & Turmeric Ginger 25 Herbal Infusion Bags,375.0,363.0,3.0,,combo pack of 50 tea bags
Organic Wellness OW'HEAL Turmeric C+ Capsule,399.0,399.0,0.0,,bottle of 90 capsules
Zenonz Tulsi Capsule,999.0,849.0,15.0,,bottle of 60 capsules
RSG Tulsi Elaychi Green Tea,95.0,95.0,0.0,,box of 10 tea bags
RSG Karela Ras,310.0,300.0,3.0,,bottle of 1000 ml Liquid
Le Delicio Black Garlic Multi Clove,1299.0,1233.0,5.0,,packet of 300 gm Pack
Shudhanta Herbal Curcumin 650mg Capsule,3999.0,3999.0,0.0,,bottle of 90 capsules
Balu Herbals Karela Powder,90.0,90.0,0.0,,packet of 100 gm Powder
Aum Fresh Tulsi Flakes,299.0,299.0,0.0,,Tin of 100 gm Flakes
Way2Herbal Karela Powder,915.0,915.0,0.0,,packet of 1 kg Powder
Le Delicio Black Garlic Single Clove,2600.0,2469.0,5.0,,jar of 500 gm Pack
Sache Wellness Combo Pack of Organic Tulsi Ginger 25 Infusion Bags & Turmeric Ginger 25 Infusion Bags,350.0,339.0,3.0,,combo pack of 2 Packs
21st Century Turmeric Complex 500mg Vegetarian Capsules,1118.0,1118.0,0.0,,bottle of 60 vegicaps
Ionule MSM Turmeric Capsule,2149.0,2149.0,0.0,,bottle of 60 capsules
Neemo Plus 100mg/500mg Tablet,25.66,25.66,0.0,,strip of 10 tablets
Valdone Curcumin 50mg Soft Gelatin Capsule,274.4,274.4,0.0,,strip of 14 soft gelatin capsules
Carbamide Forte Immunity Vegetarian Yummy Gummies for Adults & Kids Orange & Berry,675.0,499.0,26.0,,bottle of 60 gummies
Baidyanath (Jhansi) Tulsi Amrit,90.0,90.0,0.0,,bottle of 30 ml Liquid
Baidyanath (Jhansi) Tulsi Ark,220.0,220.0,0.0,,bottle of 100 ml Ark
Kudos Tulasi Tablet,150.0,135.0,10.0,,bottle of 60 tablets
La Nature's Tulsi Drop,160.0,160.0,0.0,,bottle of 30 ml Drop
Saffola Immuniveda Kadha Mix (4gm Each),199.0,199.0,0.0,,box of 20 Sachets
